name,price,unit,category,tokopedia_link,shopee_link,siplah_link,blibli_link,inaproc_link,spec
Agricultural electrical sprayer and sprinkler,14500000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk pengairan dengan sistem semprot dan
percikan, banyak digunakan dalam pertanian berskala besar seperti lahan
tanaman pangan, perkebunan buah, dan taman. Size : approx. 1 inch
Sprinkler type : approx. 360 gear drive,Feature : approx. 2 emitters Working preasue : approx. 0.2 - 0.3 mpa
Flux : approx. 299 - 399 m3/hour Shoot distance : approx. min. 40 m "
Mesin Obras High Speed Direct Drive 3/4/5 Benang,14582500,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," Mesin Jahit Obras Benang 4/5 High Speed Direct Drive Motor Fungsi Potong Benang Otomatis Terdapat 3 Mode Full Auto, Semi Auto, Manual Terdapat Sensor Untuk Mendeteksi Bahan Dilengkapi Lampu Led Untuk Area Jahitan Panel Untuk Pengaturan Setting Terdapat Angakat Sepatu Otomatis Maks. Kecepatan 6000 Rpm Tinggi Angkatan Sepatu 6 Mm Panjang Jahitan 3.8 Mm Lebar Jahitan 4 Mm Daya 550 Watt Dilengkapi Kaki Meja, Meja, Aksesoris Standar Mesin Dan Buku Panduan Manual"
Pengaduk - Pemanas (Magnetic Hotplate Stirrer),14600000,Unit,Alat Peraga - Hortikultura,,,,,,"Peralatan laboratorium yang digunakan untuk memanaskan dan mengaduk larutan satu dengan larutan lain yang bertujuan untuk membuat suatu larutan homogen dengan bantuan
pengaduk batang magnet (stir bar) Konfigurasi: Max. magnetic bar [mm]: approx. 80 Speed [rpm]: 100-1500 Heating output [W]: approx.1100 Heating temperature range [0C): RT - 500"
Hot Plates and stirer,14600000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Alat ini digunakan untuk memanaskan bahan, dan dapat digunakan untuk pengadukan. Untuk menghidupkan alat diperlukann Supply arus Temperatur maximal 340 °c Digital speed max 1500 rpm"
Pengaduk - Pemanas (Magnetic Hotplate Stirrer),14600000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Peralatan laboratorium yang digunakan untuk memanaskan dan mengaduk larutan satu dengan
larutan lain yang bertujuan untuk membuat suatu larutan homogen
dengan bantuan pengaduk batang magnet (stir bar) Konfigurasi:
Max. magnetic bar [mm]: approx. 80 Speed [rpm]: 100-1500
Heating output [W]: approx.1100 Heating temperature range [0C]: RT
- 500"
Press Laminasi/ Pelapis Kayu,14885000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk membentuk kayu  dengan dipress menggunakan mesin  manual sesuai
pola/ mal yang
diinginkan Tegangan: 220 400 415  V, Dimensi  (1 * w * h):  3000*1300*2800mm, Tekanan rriaks.: 120 T, Dimensi  pelat: 2500*1250mm,  Kecepatan  kerja: 200mm/menit,  Max.  pelat  Buka: 1000mm,  Max. Laminating Width  :  < 35 cm, Silinder  minyak:  125mm * 6 pcs, Silinder  minyak: 125mm * 6  pcs,
Daya  (w):  4kw,  Berat: 3000  kg"
Meat Grinder,14995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Material: stainless steel Productivity: approx. 120kg/ h Power: aprox 850W
Meat Grinder,14995000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Menggiling Daging Material: Stainless Steel Productivity: Approx. 120kg/ HPower: Approx. 850W
Aquarium,15200000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Ukuran approx. P: 200 m, L: 100 m, T: 100 cm Ketebalan kaca: approx. 16 mm
Kapasitas tampung benih : approx. 5000 ekor (size 3-5)"
MESIN OBRAS HIGH SPEED,15329500,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," Untuk penyelesain tepi jahitan.
Konfigurasi minimal :
Minimal 4 benang, Kecepatan hingga 5000 rpm, Motor penggerak langsung.
Pemangkas benang otomatis, Pengangkat kaki presser otomatis,
Termasuk meja/dudukan."
Mesin Jahit High Speed,15395000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,Untuk Menjahit Dengan Kecepatan Tinggi Speed Up To 5000 Rpm Voltage 220V/ 50 Hz Direct Drive Motor Automatic Thread TrimmerAutomatic Presser Foot Lifter Table / Stand Included
"MCU
Experiment Box",15500000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"untuk mikrokomputer melalui  berbagai macam  percobaan Input  power: AC  220   V ±  10  % 50 Hz/60HZ
Output  : DC stabilized  power  supply
: ± 5V, ±  12V
Experiment  module"
Penghitung Benih Vakum (Vacuum Seed Counter),15750000,Unit,Alat Peraga - Hortikultura,,,,,,"Digunakan untuk penghitungan, penghisapan, dan penempatan benih dalam suatu wadah dalam proses perkecambahan
benih. Daya: Maks. 1200W Tegangan: 220V / SO Hz Pelat hisap: min. 4 buah Sertakan piring tanam vakum untuk benih partikel besar."
Penghitung Benih Vakum (Vacuum Seed Counter),15750000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Digunakan untuk penghitungan, penghisapan, dan penempatan benih dalam suatu wadah dalam proses
perkecambahan benih. Daya: Maks. 1200W Tegangan: 220V/50Hz Pelat hisap: min. 4 buah
Sertakan piring tanam vakum untuk benih partikel besar"
Steam Press Digital With Stand (Without Steam Generator),15995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Digunakan Untuk Mengepres, Melicinkan, MenyeterikaHasil Laundry. Power Approx. 0. 2Kw Voltage : 220V/ 50Hz Steam Working Pressure : Approx. 0.4 0. 5 Mpa Steam Consumption : Approx. 15 Kg/Hr"
Table Manner,16000000,Unit,Alat Peraga - Perhotelan,,,,,,"Urituk Meja Makan Dan Minum Di Restoran Woods Dimension : Approx.D. 120 Cm, H.75 Cm"
Refrigerator + Freezer,16500000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Riien Yimpan Bendn Ynny Membutu Hkan Suhlt Dinsin DnfnmPenyimponnnnpn Capacity: Approx. 300 It. Refrigerator: Approx. 160 It.Ampherm Approx. 0, 70 A. Power: Approx. 100 W. Voltage: 220 Volt — 50 Hz"
Gas Stove,17000000,Unit,Alat Peraga - Perhotelan,,,,,,Digunakan sebagai kompor pemanas untuk memproses masakan Power: Using Gas Mirumum /Ient/Ux. 24 Kw/IiMatenal Body. StntnfessSteelMinimum Number Of Burner: 6 Pcs
Automatic Seed Counter,17250000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk menghitung biji-bijian secara otomatis. - Count range:
Small and middle sample: minimum 0.7~4 mm x 0.7~12 mm; Big sample: minimum 3~10 mm x 3~12 mm.
- Count accuracy:
Big and middle sample: 2/ 1000; Small sample: 4/ 1000.
- Count speed: 1000 / 3 min
- Count number range: 1~99999."
Fish Finder,17500000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mendeteksi lokasi gerombolan ikan, sekaligus
kedalaman perairan pada batas maksimal jarak pada alat tersebut. Display: Minimum 7-Inches Color TftDay-View Lcd- Basic Range: Meters : 5-1000, * Meters, Feet, Fathoms, Passi/Braza Can Be Changed On TheSystem Menu;- Range Shift Up To 1000 Meters (3000Feet, 600 Fathoms, 600Passi/Braza);- Display Mode: High Frequency"
Mesin Overdeck Kepala Besar Direct Drive,17575000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,, SpesiKasi: Mesin Kamput Overdeck Kelapa Besar 3 Jarum 5 Benang Maksimal Jahitan 1.6-3.2 Mm DiErential Feed Rasio 0.7-2 Mm Tinggi Angkata Sepatu 6 Mm Needle Bar Bisa Di Adjust Dari 31 Mm Posisi Feed Dog Yang Bisa Di Atur Terdapat Sistem Balikan Minyak Pada Pelindung Feed Maks. Kecepatan 6000 Rpm Berikut Dengan Kaki Meja Penggunan Jarum Menggunakan Uyx128Gas (#9-14) Daya 550 Watt
Incubator,17800000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk menginkubasi atau memeram mikroba pada
suhu yang terkontrol. Dilengkapi Dengan Pengatur SuhuDan Pengatur Waktu.Microcomputer Normal Type.Incubator Electrical Requirements:Ac 22Ov ± 10% /50Hz ±2%. Volume approx 50 liter"
Inkubator,17800000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk menginkubasi atau memeram mikroba pada suhu yang terkontrol. Dilengkapi dengan pengatur suhu dan pengatur waktu. Microcomputer normal type. Incubator electrical
requirements:
AC 220V±l0%/50Hz±2%.
Power consumption: approx. 250W
Temperature range: approx.
+5°C-65°C.
Shelves: Min. 2 pcs. Timing Range 1-999 min. Volume approx. 50 Liter."
Inkubator,17800000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk menginkubasi atau memeram mikroba pada suhu yang terkontrol. Dilengkapi dengan pengatur suhu dan pengatur waktu.
Microcomputer normal type. Incubator electrical requirements: AC 220V±10%/50Hz±2%.
Power consumption: approx. 250W Temperature range: approx.
+5°C-65°C.
Shelves: Min. 2 pcs. Timing Range 1-999 min. Volume approx. 50 Liter."
Autoclave 15 Liter,17995000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk mensterilisasi suatu benda dengan menggunakan uap bersuhu dan bertekanan tinggi. Kapasitas : Minimal 15 L Pengaturan waktu: 1-99 menit Pengaturan suhu: Kira-kira. RT
+5~126°C
Konsumsi daya : Maksimum 2 kW"
Autoclave,17995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Kapasitas : Minimal 15 L Pengaturan waktu: 1-99 menit Pengaturan suhu: Kira-kira. RT+5~126°CKonsumsi daya : Maksimum 2 kW
Autoclave,17995000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mensterilisasi suatu benda dengan menggunakan uap bersuhu dan bertekanan tine:12:i. Kapasitas : Minimal 15 L Pengaturan waktu: 1-99 menit Pengaturan suhu: Kira-kira. RT
+5~126°C
Konsumsi daya : Maksimum 2 kW"
EPIRB,17995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Sebagai kelengkapan GMDSS
Transmitter Frequency Approx. 406.040Mhz- Output Power Approx. Sw± 2Db Homer- Frequency Approx. 121.5Mhz- Output Power Approx. 50Mw±3Db GpsReceiver- Type Built-In Gnss Antenna- Center Frequency Ll Approx 1575.42Mhz- Satellites Tracked 50"
Perekam Radiasi Total (Total Radiation Recorder),18195000,Unit,Alat Peraga - Hortikultura,,,,,,Untuk mengukur total radiasi di udara. Rentang: 0-2000 W /m2 Akurasi: 7-14uv/W·m-2
Mesin Cuci,18200000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk Mencuci Pakaian Kotor Body Stainless Steel Bukaan DepanKapasitab 8Kg
Washing Machine,18200000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Proses Pencucian Pakaian Biasa Menggunakan AirDan Deterjen Capacity: 8— 12 KgVoltage: 220 V, 50/ 60 Hz"
Weather Station,18500000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mengukur atau mengetahui kondisi beberapa parameter cuaca yaitu kecepatan angin, arah angin, suhu
udara, kelembaban udara, tekanan
udara, dan altitude Kecepatan Angin (Wind Speed) Range:0-40M/S- Arah Angin (Wind) Range: 0-359.9°- Suhu Udara (Temperature) Range:-20°C-+75°C Kelembaban Udara (Humidity) Range:10%-99.9%- Tekanan Udara (Pressure) Range:30000~ 110000 Pa- Altitude Range: +9000M - Om- Format Komunikasi Hardware Interface:Rs232,Rs485 Baud Rate: 2400,4800, 9600,19200, 38400"
Mesin Bordir Komputer portable,19000000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," Digunakan untuk membuat pola di atas kain dengan hiasan berbahan benang Maks. kecepatan bordir 650 SPM Maks. area bordir 235x100 mm, 100x100 mm Terdapat fungsi alarm, otomatis pengingat jalur bordir Terdapat fungsi potong benang otomatis Terdapat 96 desain bordir Terdapat USB port untuk input hasil desain Terdapat penggulung bobbin otomatis Daya 45 watt Lebar jahitan 4 mm Jarak antar jarum 7 mm Ukuran layar mesin 7 inch Terdapat lampu LED untuk area jahitan"
Plant Culm-Strength Meter,19150000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk mengukur kekuatan batang (culm) tanaman tertentu. - Stem bending performance measurement area: 0.5cm2
- Stem compressive strength measurement area: lcm2
- Stem structure intensity measurement: lmm2
- Max load: SOON (N, kg, it can be transformed automatically )
- Resolution: O.OlN
- Precision: ±0.5%"
Mesin Overdeck Kepala Kecil Direct Drive,19475000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,, SpesiKasi: Mesin Kamput Overdeck Kelapa Kecil 3 Jarum 5 Benang Maksimal Jahitan 1.6-3.2 Mm DiErential Feed Rasio 0.7-2 Mm Tinggi Angkata Sepatu 6 Mm Needle Bar Bisa Di Adjust Dari 31 Mm Posisi Feed Dog Yang Bisa Di Atur Terdapat Sistem Balikan Minyak Pada Pelindung Feed Maks. Kecepatan 6000 Rpm Berikut Dengan Kaki Meja Penggunan Jarum Menggunakan Uyx128Gas (#9-14) Daya 550 Watt
Autoclave 20 Liter,20000000,Unit,Alat Peraga - Hortikultura,,,,,,"Digunakan untuk mensterilisasi peralatan. Rak yang bisa diputar
- 3 baki aluminium
- Funnel (corong)
- tabung saluran pembuangan
- Pemegang baki
- Lemari untuk Sterilisasi panas 2 rak
- Konsumsi Daya 300 watt
- Materi bahan: Stainless steel
- Volume isi / kapasitas: 20 Liter
- Suhu sterilisasi: 125 °c
- Waktu sterilisasi: 15 menit
- Berat bersih: 6 Kg
- Ukuran 52 x 42 x42 cm tanpa timer"
Silent Cutter,20600000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Capacity: min. 5L.Voltage/ Frequency: 220V/ S0Hz Productivity: approx. 80 Kg/ h Power: approx. 0.37 kW
Spiral Mixer,20995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Kapasitas bowl: ± 20L Power: ± 1500 Watt.Voltaqe: 220V / 50Hz
Mesin Bordir Komputer Putaran Rendah,20995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Alat Untuk Membuat Multiple Satin Dengan Sedikit Jump & Trim Dan Mempunyai Satu Titik Start Dan Stop Untk Meningkatkan Produktivitas Sewing Speed 650Rpm The Needle Of Range 0-7Mm Reverse Sewing Function: Support Build In Sewing Design : 160 Kinds Embroidery Area (Min) 9O*9O Mm Embroidery Area (Max) 100*23Omm BuiltIn Embroidery Design 96Kinds The Screen 7""Lcd Screen Storage Power 45W With Break Alarm Function, Automatic Routing Capabilities, Automatic Trimming.Capabilities Supports 700 Pattern Storage"
Mesin Kelim,20995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,Untuk Penyelesaian Kelim Pakaian Speed : Up To 3000 Rpm Direct Drive Motor Speed Adjustment Needle PositionTable / Stand Included
Electronic Compass with GPS,20995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan sebagai alat navigasi untuk menentukan arah mata angin, kecepatan kapal, sekaligus
posisi koordinat kapal secara tepat. 1. Power Supply:- Electrical : 10.5 - 40Vdc- Protection : Over-Current, Overvoltage,Power Transient And Accidental ReversePolarity Protection.2. Output/Input (Iec61162-1):- Input: 2 X Nmea0183A) Input Sentences : Gga, Gll, Gms, Gns,Gsa,Gsv,Rmc,Vtg,HdtB) Support Heading/GpsSenso"
Spiral Mixer,20995000,Unit,Alat Peraga - Perhotelan,,,,,,Urituk Mencampur Adonan Spesifikasi.Kapasitas Bowl: + 20L Power: + 1500 Watt. Voltage: 220V / 50Hz
Meja Menjangka Peta,21000000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk meletakkan peta saat membuat perencanaan pelayaran dipeta/membuat rute pelayaran
dipeta Ukuran: Panjang 122 Cm, Lebar 110, Tinggi 90 Cm, Bahan Triplek/Milamin/Bahan Yang Rata Dan Halus"
Belt and Disk Sander Machine,21995000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk menghaluskan permukaan benda  kerja Specifications:
Motor  power  input  approx.  2.64HP/S6 40%
Motor  power  output  approx.  l.5HP/Sl 100%
Disc speed  2400  rpm Dust port  100  mm
Tiltining  range of  disc sander table-450  to +150
Size of disc sander  table 230 x 440 mm Belt sander  speed  12 m/ sec.
Sanding disc diameter  300  mm
Tilting  range for belt sander  table  -450 to 100
Sanding  belt  min.  150xl220  mm"
Orbital Shaker Set,22950000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk pengadukan cairan dengan
sistem gerakan bergetar melingkar sehingga
membentuk larutan yang homogen. Shaking Motion: Orbital Orbital Diameter: Min. 10 mm. Speed Range (RPM): 100-500. Power Consumption: Max. 30W"
Soil Hardness Meter,23500000,Unit,Alat Peraga - Hortikultura,,,,,,"un tuk mengukur kekerasan tanah. Maximum load: 100 Kg (Kg and N can be switched.
- Resolution: 0.1Kg.
- Accuracy: ±0.5%.
- Measuring depth: Approx. 0~400mm."
Soil Hardness Meter,23500000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Digunakan untuk mengukur kekerasan tanah. Maximum load: 100 Kg (Kg and N can be switched.
- Resolution: 0.1Kg.
- Accuracy: ±0.5%.
- Measuring depth: Approx. 0-400mm."
Sofa Cleaner,23800000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Membersihkan Sofa Dengan Cara Menyikat, Mencuci, Dan Menghisap Air Pada Sofa Power: Approx. 1100 W Clean Water Tank Capacity: Min. 15 L, Dirty Water Tank Capacity: Min. 10 L, Cable Length: Min. 5 MBrush Diameter: Min. 100 Mm Multi Functions: Brushing, Washing, Water Suction"
Three-In-One Sofa Cleaner,23800000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Membersihkan Sofa Dengan Cara Menyikat, Mencuci, Dan Menghisap Air Pada Sofa Voltage: 220 V / 50 HzPower: Approx. 1 100 W Clean Water Tarilc Capacity: Min. 15 LDirty Water Tank Capacity: Min. 1 0 LCable Length: Min. 5 M Brush Diameter: Min. 100"
Navtex Receiver,23995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Sebagai kelengkapan GMDSS
Navtex Receiver. Receiving Frequency: 5 L 8Khz, 490KhzAnd 4209.5Khz- Mode Of Reception: Fib Display- Display System: Min. 5""- Display Modes: Message List, Main Menu- Messages Storage: Approx. 200 Power Supply: Dc 24V Include:- Receiver- Whip Antenna- Pre-Amplifier."
Sink,23995000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Tempat Mencuci Bahan-Bahan Makanan, Dan Peralatan Yang Dipakai UntukProses Pengolahan Dan Penyajian Makanan DanMinuman Ukuran: Minimal1200X600X950 MmMaterial: Stainless Steel Memiliki 2 Sink Dan Terdapat Rak DiBawah SinkMemiliki Penahan Percikan AirKonstruksi Knockdown"
Power thresher,24200000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk merontokkan gabah dari batang padi yang
sudah dipotong. Mesin penggerak Diesel = approx min. 6,5 HP
Kapasitas = approx. 500 - 1.000 kg/ jam"
Mesin Bubut Kayu,24400000,Unit,Alat Peraga - Keahlian Kriya Kreatif Kayu dan Rotan,,,,,,"Untuk pengenalan dan   pelatihan pengerjaan benda  kerja menggunakan
mesin  bubut kayu Motor:± 750W,
Spindle:  speed  up  to 2600  rpm, Swing over  bed:  ±. 350mm,
Distance  between  centers:  ±  1000mm"
Lemari Pendingin Obat-Obatan,24680000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,Untuk Tempat penyimpanan obat-obatan. Volume: R.28O LSuhu: +4-+8'CPower: (22Ov/Lp) T26O WJumlah Rak: Min.4Dilengkapi RodaNo-FrostLampu VertikalDigital Thermometer
MESIN PASANG KANCING ,24699500,Unit,Alat Peraga - Keahlian Tata Busana,,,,,," Untuk memasang kancing.
Konfigurasi minimal :
Kecepatan hingga 3000 rpm, Motor penggerak langsung;
Pemangkas benang otomatis,
Pengangkat kaki presser otomatis. Termasuk meja/dudukan."
Water Hardness,24995000,Unit,Aksesoris Pendukung Komputer,,,,,,
Kekerasan air (Water Hardness),24995000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Rentang: (0 ~ 10) mmol/L, (0 ~
401) mg/L(Ca), (0 ~ 1000)
mg/L(CaCO3), (0 ~ 100)
0fH(Derajat Prancis), (0 ~ 561)
mg/L(CaO), (0 ~ 56) 0dH (Derajat Jerman),(0 ~ 20)
mmol/L(Boiler), (0 ~ 70) 0eH (Derajat Inggris)"
Water Hardness,24995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk melakukan pengujian kualitas air. Range: (0 ~ 10) mmol/L,
(0 ~ 401) mg/L(Ca),
(0 ~ 1000) mg/L(CaC03),
(0 ~ 100) 0fH(France Degree),
(0 ~ 561) mg/L(CaO),
(0 ~ 56) 0dH(German Degree)
,(0 ~ 20) mmol/L(Boiler),
(0 ~ 70) 0eH (England Degree)."
Electric Coffee Maker,25000000,Unit,Alat Peraga - Perhotelan,,,,,,Mesin pembuat Coffee Housing: Stainless steel Voltage/Frequency: 220-240V/50- 60Hz Power: approx. 2 kW
Gas Half-Grooved Griddle,25000000,Unit,Alat Peraga - Perhotelan,,,,,,Untuk memanggang steak Power: Usinp Gas Mtuirrtum Heat Flux: 1 S Klv/ H Material Body: StainlessSteel
Poultry bleeding cone,25995000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"untuk alat bantu potong dan penampung darah ayam Cone: Plat alumunium approx. 0,8mm
Kaki: Pipa stainless steel diameter approx. 2"" dan diameter ±1""
Bleding Trough: Plat alumunium approx. 0,8 mm Dudukan Cone: Besi diameter
approx. 12 mm Galvanis"
Digital Circuit Training  Kit,25995000,Unit,Alat Peraga - Teknik Audio Video,,,,,,"Digunakan  sebagai perangkat  untuk pelatihan  tentang rangkaian  digital Minimal  Konfigurasi,  1 unit  power supply unit input  1 x approx.  100 - 230 V AC 50/60 Hz,
output  : 1 unit  Universal  patch panel,
1 set component  for electrical engineering/ electronics  contains  all of the  components  for carrying out  basic tests for direct  current  technology,
29  resistors  2W,
1  Unit coil: approx.  100 mH, 7  Unit diodes:  lx  AAl 18,  6x
1N4007,
2 Unit  Zener  diodes:  lx  ZPD 3.3,  lx ZPD  10,
2  Unit  LEDs:  lx  blue,  lx  red/green, 1 Set bulb: approx.  12 V 62  mA,
1 Set  toggle  switch, 1 Set Diac: DB3,
1 Set  mounted  transformer:  2 coils with approx.  600  windings,
1 coil with approx. 200 windings,
1 separable  core,
retainer  for transformer  core 6 Unit transistors:  lx  BC  140-16,  lx  BC 547B,  lx  BC  160-16,  lx  BC  140-16, lx  2N 3820,  lx  FET 2N  3819,  lx  2N
2647,  lx  BS 250  1 Unit  thyristor, 1 Unit  triac 1 Set compact  unit of
Voltage  supplies and  squarewave generator  in one,
suitable  for all tests on digital and control technology  1 set  components of digital technology  contains  all of
the   components  for  carrying out  basic tests on digital  technology,
in  housings  compatible with  the  19 mm safe technology  plug system."
Fish Counter,26500000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Kontroler: 8-Bit Microkontroler Tampilan: Liquid Crystal Display Sensor: Optic Sumber Cahaya: LED Superbright Sensitivitas: Adjusment Channel: 4 lubang Diameter outlet: 0 19 mm Material Unit: Stainless Steel Counting: 4 Digit Jenis Ikan: Multiple function, Catu daya:
220 VAC / 5 V DC"
Room Attendant Trolley Cart,26990000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Membawa Linen Bersih DanKotor Small Plastic Room Service Cart (With Door), Size: Min. 1400X 500X900 Mm"
Mig/Mag Welding Machine,26995000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk mengenalkan dan memberi keterampilan mengelas menggunakan las busur Gas CO2 (MIG/MAG
Welding Machine (GMAW). Input Voltage (V): AC220V±15% 50/60. Input Power(KVA): 8.2. Output Current Range(A): MIG:30-200, MMA:30-160.
TIG:10-160, Duty Cycle(%):
30-60. Feeding mode: All in one. wire feeding speed(M /min): 1-15, Welding plate thickness(mm)
0.5-5. Welding wire diam, MMA:30-160. TIG:10-160, Duty
Cycle(%): 30-60. Feeding mode: All in one. wire feeding speed(M/min): 1-15, Welding
plate thickness(mm) 0.5-5. Welding wire diameter(cf>): 0.8-1.0. Packing
dimensions(MM): 490x265x370. Machine dimensions (MM): 410x165x300. Gross weight (kg):
12.5. Net weight(kg): 8.5"
Mesin Obras High Speed,26995000,Unit,Alat Peraga - Keahlian Tata Busana,,,,,,"Untuk Periyelesain Tepi Jahitan Minimum Configuration : Minimum 4 Threads Speed Up To 5O00 Rpm Direct Drive MotorAutomatic Thread Trimmer, Automatic Presser Foot LifterIncludes Table / Stand."
Marine Nautical Sextant,26995000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Digunakan untuk mengukur ketinggian
benda-benda langit di atas cakrawala agar dapat
menentukan posisi kapal Measurement Range:- 5 To 130 Degree Telescope Manification:Approx. 3.5X."
Laminary Air Flow,27500000,Unit,Alat Peraga - Kesehatan Hewan,,,,,,"Untuk tempat melakukan kegiatan inokulasi pada kultur jaringan atau mikrobiologi secara aseptic. Airflow velocity: 0.3~0.5 m/s. Material:
Main body: Cold-rolled steel
with anti-bacteria powder coating.
Work table: 304 stainless steel. Pre-filter: Polyester fiber, washable.
Front window: manual,
toughened glass, anti UV. Consumption: approx. l00W."
"Multi-Rice, Wheat and Corn Thresher",27500000,Unit,Alat Peraga - Mek. Pertanian,,,,,,"Untuk pemurnian, membersihkan,
menyortir dan - A portable electric threshing cleaning machines used in the laboratory for threshing, cleaning, sorting and separation for grain.
- Roller diameter: min. 170 mm
- Roller rotation speed: approx. 900 rpm
- Voltage: 220V / 50Hz"
Laminary Air Flow,27500000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk tempat melakukan kegiatan inokulasi pada kultur jaringan atau mikrobiologi secara aseptic. Airflow velocity: 0.3~0.5 m/s. Material:
Main body: Cold-rolled steel with
anti-bacteria powder coating. Work table: 304 stainless steel.
Pre-filter: Polyester fiber, washable. Front window: manual,
toughened glass, anti UV. Consumption: approx. 100W."
"Multi-Rice, Wheat and Corn Thresher",27500000,Unit,Alat Peraga - Perbenihan Tanaman,,,,,,"Untuk pemurnian, mem bersihkan, menyortir dan pemisahan
biji-bijian. - A portable electric threshing cleaning machines used in the laboratory for threshing, cleaning, sorting and separation for grain.
- Roller diameter: min. 170 mm
- Roller rotation speed: approx. 900 rpm
- Voltage: 220V / 50Hz"
GPS Plotter with Echo Sounder,27500000,Unit,Alat Peraga - Kapal Penangkap Ikan,,,,,,"Untuk mengetahui posisi jejak perjalanan kapal, mengukur kedalaman perairan, mengetahui
ben tuk dasar suatu perairan di bagian bawah kapal
secara vertikal 1. Plotter Characteristics- Waypoints/Icons: Minimum 12,000 User,2. Physical- Display: Minimum 7 Inches Color TftDayview Lcd3. Gps Receiver Characteristics- Receiver:- Interfaces: Nmea 4. Ais Interface- Data Input: Nmea 0183, Rs232.5. Echo Sounder- Basic Range: Meters* Feet, Fathoms- Range Shift: Up To 1000 Meters- Display Mode: High Frequency And A-Scope Display -Zoom Display: Marker Zoom, Bottom"
Bowl Chopper,27995000,Unit,Alat Peraga - Olah Hasil  Ikan,,,,,,Power: approx. 900 WVoltage/ Frequency: 220V/ 50Hz Productivity: approx. 100 Kg/ h
Oven,27995000,Unit,Alat Peraga - Perikanan Air Tawar,,,,,,"Range: room
temperature-300°C Precision:
± 1°C Power: 2 kW Capacity/ Volume: Min. 140L"
Software Sistem Perhotelan,28000000,Unit,Alat Peraga - Perhotelan,,,,,,"Untuk Mempelajari PenggunaanSistem ReservasiHotel Minimal Menyajikan Informasi Mengenai : Tipe Kamar, Tarif Kamar, Informasi Hotel, Rate Plans, Reservation Information"
